id,timestamp,value,created_at,updated_at,token,metric
7944,2017-02-23,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11991,2017-02-23,1184.8463725882152,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
56,2017-02-24,1893.304365800324,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3931,2017-02-24,3.62682072322425e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5947,2017-02-24,741893.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7945,2017-02-24,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11992,2017-02-24,1185.118918636119,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
57,2017-02-25,1904.200474845656,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3932,2017-02-25,3.95658135213265e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5948,2017-02-25,663264.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7946,2017-02-25,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11993,2017-02-25,1153.7060043976164,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
58,2017-02-26,1915.6894659486504,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3933,2017-02-26,3.12581241521237e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5949,2017-02-26,661526.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7947,2017-02-26,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11994,2017-02-26,1179.6577794466837,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
59,2017-02-27,1926.3513013459742,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3934,2017-02-27,3.34955819730105e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5950,2017-02-27,704366.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7948,2017-02-27,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11995,2017-02-27,1196.6331931703194,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
60,2017-02-28,1939.243201704067,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3935,2017-02-28,3.19105089743552e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5951,2017-02-28,680418.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7949,2017-02-28,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11996,2017-02-28,1191.3390024063851,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
61,2017-03-01,1954.0059118493177,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3936,2017-03-01,3.43161230546952e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5952,2017-03-01,735015.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7950,2017-03-01,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11997,2017-03-01,1231.05893180189,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
62,2017-03-02,1965.464024560232,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3937,2017-03-02,3.29274894706303e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5953,2017-03-02,732359.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7951,2017-03-02,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11998,2017-03-02,1259.6854317772734,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
63,2017-03-03,1982.246671715059,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3938,2017-03-03,3.02766099638162e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5954,2017-03-03,626694.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7952,2017-03-03,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
11999,2017-03-03,1288.986664284998,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
64,2017-03-04,1997.0032198247407,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
3939,2017-03-04,3.46835126410158e+18,2022-08-12 00:58:45 UTC,2022-08-12 00:58:45 UTC,btc,hash_rate
5955,2017-03-04,695966.0,2022-08-12 00:58:49 UTC,2022-08-12 00:58:49 UTC,btc,active_addresses
7953,2017-03-04,5.0,2022-08-12 00:58:53 UTC,2022-08-12 00:58:53 UTC,btc,google_trends
12000,2017-03-04,1266.7495754066463,2022-08-12 03:59:29 UTC,2022-08-12 03:59:29 UTC,btc,price
id,timestamp,value,created_at,updated_at,token,metric
65,2017-03-05,2011.9636953719014,2022-08-12 00:58:36 UTC,2022-08-12 00:58:36 UTC,btc,s2f_ratio
